0.139,6.0784,-147.1,3023.9,-53062,794080,-10259000,115950000,-1160200000,10381000000,-83791000000,614520000000,-4120900000000,25404000000000,-144650000000000,763840000000000,-3754400000000000,1.7231E+016,-7.4055E+016,2.988E+017,-1.1344E+018,4.0611E+018,-1.3734E+019,4.3948E+019,-1.3329E+020,3.8364E+020,-1.0493E+021,2.7305E+021,-6.7673E+021,1.5989E+022,-3.6049E+022,7.7617E+022,-1.5972E+023,3.1433E+023,-5.92E+023,1.0676E+024,-1.8447E+024,3.055E+024,-4.8517E+024,7.3917E+024,-1.0807E+025,1.5168E+025,-2.0441E+025,2.6458E+025,-3.2899E+025,3.9305E+025,-4.5125E+025,4.9789E+025,-5.28E+025,5.3818E+025,-5.2727E+025,4.9651E+025,-4.4938E+025,3.9087E+025,-3.267E+025,2.6236E+025,-2.024E+025,1.4996E+025,-1.0669E+025,7.2859E+024,-4.7747E+024,3.0016E+024,-1.8094E+024,1.0454E+024,-5.7862E+023,3.0665E+023,-1.5551E+023,7.542E+022,-3.4954E+022,1.5469E+022,-6.5315E+021,2.6288E+021,-1.0075E+021,3.6732E+020,-1.2723E+020,4.1816E+019,-1.3021E+019,3.8358E+018,-1.0671E+018,2.7978E+017,-6.8997E+016,1.5966E+016,-3457300000000000,698530000000000,-131250000000000,22844000000000,-3667300000000,540270000000,-72608000000,8839800000,-966780000,94011000,-8024300,591280,-36783,1871,-73.965,2.0566,-0.029733,0.0010566
6.0784,265.85,-6434.4,132290,-2321700,34749000,-449000000,5075500000,-50791000000,454550000000,-3669400000000,26915000000000,-180520000000000,1113000000000000,-6338600000000000,3.3478E+016,-1.6458E+017,7.5547E+017,-3.2475E+018,1.3105E+019,-4.9766E+019,1.7819E+020,-6.0273E+020,1.9292E+021,-5.852E+021,1.6848E+022,-4.6091E+022,1.1997E+023,-2.974E+023,7.0285E+023,-1.585E+024,3.4136E+024,-7.0264E+024,1.3832E+025,-2.6058E+025,4.7009E+025,-8.1246E+025,1.346E+026,-2.1383E+026,3.2588E+026,-4.7662E+026,6.6918E+026,-9.0217E+026,1.1682E+027,-1.4532E+027,1.7368E+027,-1.9949E+027,2.202E+027,-2.3363E+027,2.3825E+027,-2.3354E+027,2.2003E+027,-1.9925E+027,1.7341E+027,-1.4503E+027,1.1654E+027,-8.9964E+026,6.6702E+026,-4.7488E+026,3.2455E+026,-2.1286E+026,1.3392E+026,-8.0801E+025,4.6727E+025,-2.5889E+025,1.3735E+025,-6.973E+024,3.3857E+024,-1.5711E+024,6.9622E+023,-2.9439E+023,1.1867E+023,-4.5556E+022,1.6638E+022,-5.774E+021,1.9016E+021,-5.9349E+020,1.7526E+020,-4.8886E+019,1.2856E+019,-3.1808E+018,7.387E+017,-1.6062E+017,3.2601E+016,-6157300000000000,1078100000000000,-174270000000000,25880000000000,-3511200000000,432380000000,-47953000000,4745400000,-414290000,31464000,-2042500,110820,-4886.9,170.31,-4.6213,-0.029733
-147.1,-6434.4,155740,-3202300,56206000,-841340000,10872000000,-122910000000,1230100000000,-11010000000000,88890000000000,-652100000000000,4.3741E+015,-2.6973E+016,1.5362E+017,-8.1148E+017,3.9898E+018,-1.8317E+019,7.8748E+019,-3.1784E+020,1.2071E+021,-4.3228E+021,1.4624E+022,-4.6815E+022,1.4203E+023,-4.0897E+023,1.119E+024,-2.9131E+024,7.2228E+024,-1.7073E+025,3.8509E+025,-8.2952E+025,1.7078E+026,-3.3625E+026,6.3361E+026,-1.1433E+027,1.9764E+027,-3.2749E+027,5.2039E+027,-7.9328E+027,1.1605E+028,-1.6298E+028,2.1978E+028,-2.8467E+028,3.5422E+028,-4.2349E+028,4.8656E+028,-5.3726E+028,5.702E+028,-5.8168E+028,5.7038E+028,-5.3759E+028,4.8702E+028,-4.2402E+028,3.5478E+028,-2.8521E+028,2.2027E+028,-1.634E+028,1.1639E+028,-7.9585E+027,5.2226E+027,-3.2878E+027,1.9849E+027,-1.1486E+027,6.3683E+026,-3.381E+026,1.7178E+026,-8.3477E+025,3.877E+025,-1.7196E+025,7.2785E+024,-2.937E+024,1.1288E+024,-4.1276E+023,1.4343E+023,-4.7304E+022,1.4786E+022,-4.3737E+021,1.2222E+021,-3.2205E+020,7.9855E+019,-1.859E+019,4.0529E+018,-8.2512E+017,1.5636E+017,-2.7483E+016,4461900000000000,-665970000000000,90889000000000,-11270000000000,1260400000000,-126010000000,11142000000,-860180000,57071000,-3192400,147360,-5536.8,170.31,2.0566
3023.9,132290,-3202300,65852000,-1156000000,17305000000,-223650000000,2528800000000,-25311000000000,226570000000000,-1829500000000000,1.3423E+016,-9.0048E+016,5.5535E+017,-3.1635E+018,1.6713E+019,-8.2183E+019,3.7736E+020,-1.6226E+021,6.55E+021,-2.488E+022,8.9114E+022,-3.0152E+023,9.6541E+023,-2.9295E+024,8.4367E+024,-2.3089E+025,6.0119E+025,-1.4909E+026,3.5249E+026,-7.9522E+026,1.7133E+027,-3.5281E+027,6.9483E+027,-1.3096E+028,2.3636E+028,-4.0869E+028,6.774E+028,-1.0767E+029,1.6418E+029,-2.4024E+029,3.3749E+029,-4.5526E+029,5.8986E+029,-7.342E+029,8.7808E+029,-1.0092E+030,1.1148E+030,-1.1836E+030,1.2079E+030,-1.1849E+030,1.1173E+030,-1.0126E+030,8.8202E+029,-7.3833E+029,5.9386E+029,-4.5888E+029,3.4058E+029,-2.4273E+029,1.6608E+029,-1.0905E+029,6.8699E+028,-4.1503E+028,2.4035E+028,-1.3336E+028,7.0857E+027,-3.6033E+027,1.7526E+027,-8.1475E+026,3.6175E+026,-1.5328E+026,6.1924E+025,-2.3829E+025,8.7249E+024,-3.0362E+024,1.0029E+024,-3.14E+023,9.3047E+022,-2.6052E+022,6.8795E+021,-1.7098E+021,3.9907E+020,-8.725E+019,1.7819E+019,-3.3887E+018,5.9799E+017,-9.7521E+016,1.4631E+016,-2008600000000000,250800000000000,-28279000000000,2855000000000,-255490000000,20023000000,-1354300000,77726000,-3718800,147360,-4886.9,-73.965
-53062,-2321700,56206000,-1156000000,20294000000,-303840000000,3927400000000,-44410000000000,444580000000000,-3980200000000000,3.2142E+016,-2.3586E+017,1.5825E+018,-9.7611E+018,5.5611E+019,-2.9383E+020,1.4451E+021,-6.6366E+021,2.8541E+022,-1.1523E+023,4.3778E+023,-1.5683E+024,5.3072E+024,-1.6996E+025,5.1582E+025,-1.4858E+026,4.0671E+026,-1.0592E+027,2.6272E+027,-6.2127E+027,1.4019E+028,-3.0212E+028,6.2226E+028,-1.2258E+029,2.3109E+029,-4.1717E+029,7.2153E+029,-1.1962E+030,1.9019E+030,-2.9008E+030,4.2461E+030,-5.9667E+030,8.0512E+030,-1.0435E+031,1.2993E+031,-1.5544E+031,1.7872E+031,-1.9748E+031,2.0975E+031,-2.1414E+031,2.1015E+031,-1.9824E+031,1.7975E+031,-1.5665E+031,1.3119E+031,-1.0557E+031,8.162E+030,-6.0611E+030,4.3223E+030,-2.9591E+030,1.9443E+030,-1.2256E+030,7.4094E+029,-4.2939E+029,2.3843E+029,-1.2679E+029,6.453E+028,-3.1414E+028,1.4618E+028,-6.497E+027,2.7558E+027,-1.1146E+027,4.2943E+026,-1.5744E+026,5.4864E+025,-1.8149E+025,5.6916E+024,-1.6895E+024,4.7393E+023,-1.254E+023,3.1237E+022,-7.3085E+021,1.6022E+021,-3.2818E+020,6.2618E+019,-1.109E+019,1.8161E+018,-2.7374E+017,3.7782E+016,-4746700000000000,539060000000000,-54884000000000,4961600000000,-393670000000,27040000000,-1582700000,77726000,-3192400,110820,1871
794080,34749000,-841340000,17305000000,-303840000000,4549700000000,-58815000000000,665170000000000,-6659700000000000,5.963E+016,-4.8161E+017,3.5345E+018,-2.3718E+019,1.4632E+020,-8.3373E+020,4.4059E+021,-2.1672E+022,9.9544E+022,-4.2816E+023,1.729E+024,-6.5697E+024,2.3539E+025,-7.9672E+025,2.5519E+026,-7.7464E+026,2.2318E+027,-6.1102E+027,1.5916E+028,-3.9486E+028,9.3395E+028,-2.1079E+029,4.5437E+029,-9.3606E+029,1.8444E+030,-3.4779E+030,6.28E+030,-1.0865E+031,1.8017E+031,-2.8653E+031,4.3716E+031,-6.4009E+031,8.9973E+031,-1.2144E+032,1.5745E+032,-1.9611E+032,2.347E+032,-2.6994E+032,2.984E+032,-3.1706E+032,3.2382E+032,-3.1792E+032,3.0003E+032,-2.7217E+032,2.3729E+032,-1.9883E+032,1.6008E+032,-1.2383E+032,9.2004E+031,-6.5647E+031,4.497E+031,-2.9566E+031,1.8649E+031,-1.1282E+031,6.5429E+030,-3.6359E+030,1.935E+030,-9.8563E+029,4.8025E+029,-2.2368E+029,9.9514E+028,-4.2255E+028,1.7109E+028,-6.5995E+027,2.4226E+027,-8.4534E+026,2.8005E+026,-8.7959E+025,2.6153E+025,-7.3496E+024,1.9485E+024,-4.8638E+023,1.1406E+023,-2.5067E+022,5.1489E+021,-9.8542E+020,1.7512E+020,-2.8786E+019,4.3572E+018,-6.0429E+017,7.6335E+016,-8723599999999999,894710000000000,-81582000000000,6539800000000,-454850000000,27040000000,-1354300000,57071000,-2042500,-36783
-10259000,-449000000,10872000000,-223650000000,3927400000000,-58815000000000,760430000000000,-8601100000000001,8.6126E+016,-7.7126E+017,6.23E+018,-4.5728E+019,3.069E+020,-1.8936E+021,1.0791E+022,-5.7037E+022,2.806E+023,-1.289E+024,5.5454E+024,-2.2397E+025,8.5118E+025,-3.0502E+026,1.0326E+027,-3.308E+027,1.0044E+028,-2.8942E+028,7.9254E+028,-2.0648E+029,5.1238E+029,-1.2122E+030,2.7365E+030,-5.8999E+030,1.2157E+031,-2.396E+031,4.5192E+031,-8.1625E+031,1.4125E+032,-2.3431E+032,3.7273E+032,-5.6882E+032,8.3312E+032,-1.1714E+033,1.5817E+033,-2.0512E+033,2.5558E+033,-3.0598E+033,3.5204E+033,-3.893E+033,4.138E+033,-4.228E+033,4.1527E+033,-3.9207E+033,3.5581E+033,-3.1036E+033,2.6018E+033,-2.0958E+033,1.622E+033,-1.2058E+033,8.6086E+032,-5.9005E+032,3.8817E+032,-2.4501E+032,1.4832E+032,-8.6078E+031,4.7869E+031,-2.5495E+031,1.2997E+031,-6.3384E+030,2.9549E+030,-1.3159E+030,5.593E+029,-2.2671E+029,8.7549E+028,-3.2177E+028,1.1243E+028,-3.7296E+027,1.1732E+027,-3.4938E+026,9.8351E+025,-2.6123E+025,6.5338E+024,-1.5355E+024,3.3827E+023,-6.966E+022,1.337E+022,-2.3834E+021,3.9313E+020,-5.9738E+019,8.3207E+018,-1.0562E+018,1.2138E+017,-1.2529E+016,1150900000000000,-93062000000000,6539800000000,-393670000000,20023000000,-860180000,31464000,591280
115950000,5075500000,-122910000000,2528800000000,-44410000000000,665170000000000,-8601100000000001,9.7299E+016,-9.7442E+017,8.7272E+018,-7.0506E+019,5.1758E+020,-3.4743E+021,2.1439E+022,-1.222E+023,6.4598E+023,-3.1785E+024,1.4604E+025,-6.2836E+025,2.5382E+026,-9.6482E+026,3.4581E+027,-1.1709E+028,3.7518E+028,-1.1393E+029,3.2837E+029,-8.9938E+029,2.3437E+030,-5.817E+030,1.3765E+031,-3.1081E+031,6.7026E+031,-1.3815E+032,2.7233E+032,-5.1379E+032,9.2822E+032,-1.6067E+033,2.6659E+033,-4.242E+033,6.4757E+033,-9.4873E+033,1.3344E+034,-1.8023E+034,2.3381E+034,-2.9142E+034,3.4901E+034,-4.017E+034,4.4438E+034,-4.7253E+034,4.83E+034,-4.7459E+034,4.4827E+034,-4.0699E+034,3.5517E+034,-2.9788E+034,2.4007E+034,-1.8589E+034,1.3827E+034,-9.8769E+033,6.7739E+033,-4.459E+033,2.8163E+033,-1.706E+033,9.9077E+032,-5.5138E+032,2.9389E+032,-1.4995E+032,7.3186E+031,-3.4149E+031,1.5222E+031,-6.4763E+030,2.6278E+030,-1.0159E+030,3.7383E+029,-1.3078E+029,4.3443E+028,-1.3685E+028,4.0817E+027,-1.1509E+027,3.0622E+026,-7.6736E+025,1.8071E+025,-3.9898E+024,8.2361E+023,-1.5849E+023,2.8336E+022,-4.6888E+021,7.1499E+020,-9.998E+019,1.2747E+019,-1.4721E+018,1.5281E+017,-1.4127E+016,1150900000000000,-81582000000000,4961600000000,-255490000000,11142000000,-414290000,-8024300
-1160200000,-50791000000,1230100000000,-25311000000000,444580000000000,-6659700000000000,8.6126E+016,-9.7442E+017,9.7599E+018,-8.7424E+019,7.0639E+020,-5.1864E+021,3.4819E+022,-2.149E+023,1.2251E+024,-6.4769E+024,3.1875E+025,-1.4648E+026,6.3035E+026,-2.5467E+027,9.6821E+027,-3.4709E+028,1.1755E+029,-3.7671E+029,1.1442E+030,-3.2984E+030,9.036E+030,-2.3552E+031,5.8467E+031,-1.3838E+032,3.1254E+032,-6.7415E+032,1.3898E+033,-2.7404E+033,5.1715E+033,-9.3454E+033,1.6181E+034,-2.6855E+034,4.2744E+034,-6.5271E+034,9.5655E+034,-1.3458E+035,1.8183E+035,-2.3596E+035,2.942E+035,-3.5246E+035,4.0582E+035,-4.491E+035,4.7774E+035,-4.8852E+035,4.8021E+035,-4.5377E+035,4.1217E+035,-3.5986E+035,3.0195E+035,-2.4348E+035,1.8863E+035,-1.4038E+035,1.0033E+035,-6.885E+034,4.5349E+034,-2.866E+034,1.7373E+034,-1.0096E+034,5.6228E+033,-2.9992E+033,1.5315E+033,-7.481E+032,3.4937E+032,-1.5587E+032,6.6383E+031,-2.6963E+031,1.0435E+031,-3.8443E+030,1.3465E+030,-4.4787E+029,1.4127E+029,-4.2199E+028,1.1917E+028,-3.1761E+027,7.9735E+026,-1.8814E+026,4.1624E+025,-8.612E+024,1.6613E+024,-2.9782E+023,4.9425E+022,-7.5613E+021,1.0611E+021,-1.3582E+020,1.5755E+019,-1.6436E+018,1.5281E+017,-1.2529E+016,894710000000000,-54884000000000,2855000000000,-126010000000,4745400000,94011000
10381000000,454550000000,-11010000000000,226570000000000,-3980200000000000,5.963E+016,-7.7126E+017,8.7272E+018,-8.7424E+019,7.8322E+020,-6.3294E+021,4.6478E+022,-3.1207E+023,1.9264E+024,-1.0983E+025,5.808E+025,-2.8587E+026,1.3139E+027,-5.6553E+027,2.2852E+028,-8.6896E+028,3.1157E+029,-1.0554E+030,3.3828E+030,-1.0277E+031,2.9632E+031,-8.1193E+031,2.1167E+032,-5.2559E+032,1.2442E+033,-2.8108E+033,6.0644E+033,-1.2505E+034,2.4664E+034,-4.6556E+034,8.4153E+034,-1.4574E+035,2.4196E+035,-3.8522E+035,5.8841E+035,-8.6257E+035,1.214E+036,-1.6407E+036,2.1299E+036,-2.6564E+036,3.1836E+036,-3.6669E+036,4.0595E+036,-4.32E+036,4.4192E+036,-4.3459E+036,4.1084E+036,-3.7334E+036,3.261E+036,-2.7376E+036,2.2085E+036,-1.7119E+036,1.2747E+036,-9.1154E+035,6.2588E+035,-4.1249E+035,2.6085E+035,-1.5822E+035,9.2015E+034,-5.1281E+034,2.7374E+034,-1.3989E+034,6.8388E+033,-3.1965E+033,1.4274E+033,-6.0849E+032,2.474E+032,-9.585E+031,3.5349E+031,-1.2396E+031,4.1282E+030,-1.3039E+030,3.9003E+029,-1.1031E+029,2.9447E+028,-7.4051E+027,1.7505E+027,-3.8805E+026,8.0457E+025,-1.5557E+025,2.7957E+024,-4.6523E+023,7.1385E+022,-1.005E+022,1.2911E+021,-1.5036E+020,1.5755E+019,-1.4721E+018,1.2138E+017,-8723599999999999,539060000000000,-28279000000000,1260400000000,-47953000000,-966780000
